tweet_id,tweet_time,tweet_author,tweet_author_id,tweet_language,tweet_url,label,disaster type,location,text,relevance
'503871125491699713',Mon Aug 25 11:46:52 +0000 2014,nlitenmebabe,30270036.0,en,https://twitter.com/nlitenmebabe/status/503871125491699713,collateral_damages,Earthquake,"Santa Ana, California",Downtown #napa shut down for fear of further collapse.  Too dangerous for clean up.  33 bldgs red tagged. #napaquake http://t.co/kSQXIzt8Vr,Relevant
'503871312536682497',Mon Aug 25 11:47:37 +0000 2014,smileyt22,237565446.0,en,https://twitter.com/smileyt22/status/503871312536682497,crisis_specific_information,Earthquake,California Central Valley,McCain Used The Bay Area Earthquake To Blast Obama's Foreign Policy http://t.co/R2k2NePcD7 @cspanwj #tcot #p2 @gop #uniteblue #libcrib,Relevant
'503871361488809984',Mon Aug 25 11:47:48 +0000 2014,NavyDad0007,587926686.0,en,https://twitter.com/NavyDad0007/status/503871361488809984,sympathy_and_emotion,Earthquake,"Los Angeles, California",Wishing all my Californian friends blessing &amp; I hope you all are safe. #GodBless you all. #earthquake #napa,Relevant
'503871574731395073',Mon Aug 25 11:48:39 +0000 2014,Alvira1972,2551032877.0,en,https://twitter.com/Alvira1972/status/503871574731395073,non_informative,Earthquake,"Santa Ana, California",RT @Cal_OES: How many aftershocks have been documented after the #NapaQuake?........,Not Relevant
'503871631421612034',Mon Aug 25 11:48:53 +0000 2014,RealTimeHack,279118291.0,en,https://twitter.com/RealTimeHack/status/503871631421612034,crisis_specific_information,Earthquake,"Long Beach, California",Strongest Earthquake In 25 Years Rocks California's Wine Country http://t.co/SN35M5rvku #EMM,Relevant
'503871766653976577',Mon Aug 25 11:49:25 +0000 2014,CNNNewsource,75093019.0,en,https://twitter.com/CNNNewsource/status/503871766653976577,collateral_damages,Earthquake,"Los Angeles, California",MT @PoloSandovalCNN: Bldgs in #Napa red tagged/roped off after y'day's quake. http://t.co/bSpHf7e6nY LIVE thru 3pET http://t.co/Z9JF53vN3I,Relevant
'503871841740414977',Mon Aug 25 11:49:43 +0000 2014,NVEarthquakes,1286965100.0,en,https://twitter.com/NVEarthquakes/status/503871841740414977,crisis_specific_information,Earthquake,"Sacramento, California","Magnitude 1.4 #earthquake, 18.6 km NW of Mammoth Lakes, CA http://t.co/zRxwoJ7NBJ",Relevant
'503871869532246016',Mon Aug 25 11:49:49 +0000 2014,taniguchibob,312584835.0,en,https://twitter.com/taniguchibob/status/503871869532246016,collateral_damages,Earthquake,"Los Angeles, California",RT @earthquakesfeed: Top Stories: California earthquake: Bay area picks up pieces after strongest quake in 25 years - CNN: CNNCalif... httpâ€_,Relevant
'503871989778763777',Mon Aug 25 11:50:18 +0000 2014,MediaTracker10,2241440766.0,en,https://twitter.com/MediaTracker10/status/503871989778763777,crisis_specific_information,Earthquake,"San Francisco, California",6.0 earthquake shakes California wine country http://t.co/1wAUyiAMc3,Relevant
'503871994497363968',Mon Aug 25 11:50:19 +0000 2014,PBFreePress,2693228874.0,en,https://twitter.com/PBFreePress/status/503871994497363968,crisis_specific_information,Earthquake,California Central Valley,A 6.0-magnitude #earthquake hits the San Francisco Bay Area. - http://t.co/00KYkRNASB http://t.co/gK5h0NC0FF,Relevant
'503872042283048961',Mon Aug 25 11:50:31 +0000 2014,IrishEagle,14900137.0,en,https://twitter.com/IrishEagle/status/503872042283048961,crisis_specific_information,Earthquake,"San Francisco, California","Before Twitter...and Christ too. MT @johnseach: 6.0 California quake 90 km SSE of Clear Lake volcano. Previous eruptions 10,000 years ago.",Relevant
'503872245820039168',Mon Aug 25 11:51:19 +0000 2014,taniguchibob,312584835.0,en,https://twitter.com/taniguchibob/status/503872245820039168,casualties_and_public_impact,Earthquake,"Modesto, California","RT @ShakingEarth: #Earthquake #Napa Valley, #California - many injured (none life threatening) and  damage - http://t.co/adzPXtGtEE - http:â€_",Relevant
'503872290614833153',Mon Aug 25 11:51:30 +0000 2014,kolr10kozl,18561348.0,en,https://twitter.com/kolr10kozl/status/503872290614833153,crisis_specific_information,Earthquake,"San Francisco, California",images of the #napaquake   http://t.co/lCs6ePT0VU http://t.co/FluSdkGDtZ,Relevant
'503872457284280320',Mon Aug 25 11:52:09 +0000 2014,KRON4WTran,90895844.0,en,https://twitter.com/KRON4WTran/status/503872457284280320,collateral_damages,Earthquake,"Bakersfield, California",Napa district atty's also suffered quake damage as pieces of the ceiling came crashing down. @kron4news http://t.co/o4QGjFRDlO,Relevant
'503872460111228929',Mon Aug 25 11:52:10 +0000 2014,phalt_,198444822.0,en,https://twitter.com/phalt_/status/503872460111228929,crisis_specific_information,Earthquake,"Sacramento, California",Great article from @Jawbone about how the SF earthquake affected people's sleep https://t.co/UsU3P0oCi4,Relevant
'503872462572879872',Mon Aug 25 11:52:11 +0000 2014,adsensejob,149816143.0,en,https://twitter.com/adsensejob/status/503872462572879872,collateral_damages,Earthquake,"Bakersfield, California",San Francisco Bay Area assessing damage after large quake #jobs #news #career #jobsila # http://t.co/q2gTtML29X,Relevant
'503872506974179328',Mon Aug 25 11:52:21 +0000 2014,tianijones,34007362.0,en,https://twitter.com/tianijones/status/503872506974179328,crisis_specific_information,Earthquake,"Beverly Hills, California",Top stories today-#MichaelBrown's Father asks for day of silence-CA Wine Country hit w/6.0 Quake-U.S Journalist freed http://t.co/956HR2MpuN,Relevant
'503872580957126658',Mon Aug 25 11:52:39 +0000 2014,adigitalcarol,33385119.0,en,https://twitter.com/adigitalcarol/status/503872580957126658,crisis_specific_information,Earthquake,"Sacramento, California",Photos: Quake Rattles Northern California http://t.co/TU0k0aFlpX via @WSJ,Relevant
'503872975917965313',Mon Aug 25 11:54:13 +0000 2014,DafaKaroYar,220590574.0,en,https://twitter.com/DafaKaroYar/status/503872975917965313,crisis_specific_information,Earthquake,"Bakersfield, California",California hit by strong 6.0-magnitude quake - Bubblews http://t.co/7UTuDeJDpV via @GoBubblews,Relevant
'503872978119962624',Mon Aug 25 11:54:14 +0000 2014,toreyvanoot,20219585.0,en,https://twitter.com/toreyvanoot/status/503872978119962624,crisis_specific_information,Earthquake,"San Jose, California",By the Numbers: Napa Earthquake's Impact http://t.co/NiZGEK5m3r via @nbcbayarea,Relevant
'503873045098803200',Mon Aug 25 11:54:30 +0000 2014,NoMoreDuds,2246429173.0,en,https://twitter.com/NoMoreDuds/status/503873045098803200,casualties_and_public_impact,Earthquake,"Beverly Hills, California",#ChristianPost North California Quake: 160 People Injured in Area's Strongest Earthquake in 25 Years http://t.co/HaDwKM1kVP,Relevant
'503874511435870208',Mon Aug 25 12:00:19 +0000 2014,News10_CA,18655359.0,en,https://twitter.com/News10_CA/status/503874511435870208,collateral_damages,Earthquake,"Irvine, California",#Photos of the damage caused by Sundayâ€™s frightening #NapaQuake -&gt; http://t.co/GB5K7SuVEc,Relevant
'503876231935569920',Mon Aug 25 12:07:09 +0000 2014,JSolomonCNBC,41263026.0,en,https://twitter.com/JSolomonCNBC/status/503876231935569920,collateral_damages,Earthquake,California Central Valley,"The oldest commercial building in #Napa a former brothel, brewery and most recently a wine tasting room #napaquake http://t.co/EGsNxxXBAg",Relevant
'503876850452795392',Mon Aug 25 12:09:37 +0000 2014,WatchCTVNews,402792142.0,en,https://twitter.com/WatchCTVNews/status/503876850452795392,crisis_specific_information,Earthquake,"Bakersfield, California","Local business owner in #Napa, says earthquake 'unlike anything I've been in': http://t.co/7sUPEXz3bv @CTVCanadaAM",Relevant
'503880239911825409',Mon Aug 25 12:23:05 +0000 2014,WTOP,17906632.0,en,https://twitter.com/WTOP/status/503880239911825409,crisis_specific_information,Earthquake,"San Francisco, California",Photos of the #earthquake in #napa http://t.co/LhegXYyTSU http://t.co/UdoxIgQbAZ,Relevant
'503880441821016064',Mon Aug 25 12:23:53 +0000 2014,worarapp,81684561.0,en,https://twitter.com/worarapp/status/503880441821016064,voluntary_services,Earthquake,"Sacramento, California","Losses From California Quake Could Top $1 Billion, via @nytimes http://t.co/5tDeZQYuIz",Relevant
'503880621656010752',Mon Aug 25 12:24:36 +0000 2014,scsgregtink,323905890.0,en,https://twitter.com/scsgregtink/status/503880621656010752,collateral_damages,Earthquake,"Los Angeles, California",PG&amp;E search for natural gas leaks after Northern California quake http://t.co/ofV7ldSQ1K via @SFGate,Relevant
'503881266220240896',Mon Aug 25 12:27:10 +0000 2014,allisoncunny,115059238.0,en,https://twitter.com/allisoncunny/status/503881266220240896,crisis_specific_information,Earthquake,"Long Beach, California",â€œ@WTOP: Photos of the #earthquake in #napa http://t.co/sG3X9mDdIm http://t.co/AcOSumcpLPâ€ù NOOOOOOOO,Relevant
'503881740294029312',Mon Aug 25 12:29:03 +0000 2014,KellySKennedy,118730543.0,en,https://twitter.com/KellySKennedy/status/503881740294029312,collateral_damages,Earthquake,"San Francisco, California",Napa picks up the pieces after quake http://t.co/VkbXpZblDn via @USATODAY,Relevant
'503882088169627649',Mon Aug 25 12:30:26 +0000 2014,dm2studios,9658202.0,en,https://twitter.com/dm2studios/status/503882088169627649,casualties_and_public_impact,Earthquake,"San Diego, California","3 Critically Injured and 120 Sent to Hospital, After 6.0 Quake Rattles California's Napa Region http://t.co/6ScLIQMmsM",Relevant
'503884812747567104',Mon Aug 25 12:41:15 +0000 2014,tornadodamage,37346309.0,en,https://twitter.com/tornadodamage/status/503884812747567104,collateral_damages,Earthquake,"San Jose, California","RT @CBCAlerts: Dozens of buildings unsafe after #Napa, #California quake. More than 60 aftershocks recorded. 172 sent to hospital: http://tâ€_",Relevant
'503886618538045441',Mon Aug 25 12:48:26 +0000 2014,WTHRcom,16640775.0,en,https://twitter.com/WTHRcom/status/503886618538045441,collateral_damages,Earthquake,"Beverly Hills, California",California begins repairs after Sunday's 6.0-magnitude earthquake. http://t.co/3e0eGlU5dL,Relevant
'503887074442096641',Mon Aug 25 12:50:14 +0000 2014,thaiparampil,15815676.0,en,https://twitter.com/thaiparampil/status/503887074442096641,collateral_damages,Earthquake,"San Diego, California",Napa picks up the pieces after quake http://t.co/JJKnPOcvnF via @USATODAY,Relevant
'503888762368049153',Mon Aug 25 12:56:57 +0000 2014,JudgmtofParis,2533176000.0,en,https://twitter.com/JudgmtofParis/status/503888762368049153,collateral_damages,Earthquake,California Central Valley,Quake Jolts California Wine Region http://t.co/CIWy6NRXH9 via @WSJ,Relevant
'503888782756552705',Mon Aug 25 12:57:02 +0000 2014,newsman_net,365513189.0,en,https://twitter.com/newsman_net/status/503888782756552705,general_awareness,Earthquake,"Santa Ana, California",No Pinoys hurt in California quake â€“DFA http://t.co/oXN1qf5Xqs,Relevant
